Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9,1,1,22,28,10,10,0,0,0,1,0,1,19,5,6,5,11.2,11.1,0.6,2.02,False
1,1,1,5,1,1,1,27,10,10,1,0,0,1,0,1,20,6,6,6,11.833333333333334,12.4,0.5,1.79,False
2,12,1,6,1,12,23,28,5,8,0,0,0,1,0,0,31,6,0,0,0.0,12.7,3.7,-1.7,True
1,8,6,12,1,1,13,14,8,8,1,0,0,1,0,1,18,8,8,8,13.65625,11.1,0.6,2.02,False
1,1,1,2,1,1,3,1,5,4,1,0,0,0,0,0,19,0,0,0,0.0,16.2,0.3,-0.92,False
1,4,1,5,1,15,1,14,4,10,1,0,0,1,0,0,21,12,12,12,14.25,13.9,-0.3,0.79,False
1,1,5,9,1,1,23,28,10,10,1,0,1,0,0,0,22,5,12,0,0.0,12.7,3.7,-1.7,True
1,15,1,4,1,14,1,3,10,7,0,0,0,1,1,1,21,6,8,4,11.75,13.9,-0.3,0.79,False
1,7,6,9,1,1,22,27,10,10,1,0,0,1,0,0,20,5,10,3,12.333333333333334,7.6,2.6,0.32,False
1,15,1,8,1,14,22,27,8,9,1,0,1,0,0,0,19,6,12,2,11.0,12.4,0.5,1.79,True
1,12,1,17,0,3,13,1,10,6,0,0,0,1,0,0,25,5,11,2,12.666666666666666,16.2,0.3,-0.92,True
1,8,1,8,1,1,13,14,5,5,1,0,0,1,0,0,19,6,12,4,13.75,8.9,1.4,3.51,True
1,15,1,4,1,14,1,14,4,11,1,0,0,1,1,0,19,6,14,4,13.0,12.4,0.5,1.79,False
2,12,1,3,0,1,23,28,10,10,0,0,0,1,0,1,50,7,8,7,11.714285714285714,12.7,3.7,-1.7,False
2,14,2,9,1,1,22,27,10,10,0,0,0,0,0,0,29,5,8,0,0.0,10.8,1.4,1.74,True
2,14,1,17,0,2,22,27,10,10,0,0,0,0,0,0,38,12,12,9,13.0,9.4,-0.8,-3.12,True
1,9,1,9,1,1,13,14,10,6,1,0,0,1,0,0,19,5,6,5,15.4,12.4,0.5,1.79,False
1,1,2,12,1,1,22,27,10,8,1,0,0,1,0,0,19,8,8,8,14.2725,15.5,2.8,-4.06,False
1,1,1,11,1,1,1,1,6,5,1,0,0,0,1,0,20,6,16,0,0.0,10.8,1.4,1.74,True
1,8,2,16,1,1,22,27,6,1,0,0,0,1,0,0,18,6,11,4,13.5,7.6,2.6,0.32,True
1,12,1,12,1,1,1,1,5,10,0,0,0,1,1,0,24,8,8,7,12.742857142857144,12.7,3.7,-1.7,False
1,8,1,9,1,1,13,28,5,9,0,0,0,1,0,1,18,5,12,4,12.625,10.8,1.4,1.74,False
1,8,1,11,1,1,22,27,8,8,0,0,0,1,0,0,19,6,8,5,11.6,10.8,1.4,1.74,False
1,15,1,4,1,14,2,1,5,7,0,0,0,1,1,0,21,6,11,5,11.666666666666666,13.9,-0.3,0.79,False
1,1,1,9,1,1,3,14,4,4,0,0,1,1,1,0,19,5,11,5,12.833333333333334,16.2,0.3,-0.92,False
1,1,2,12,1,1,19,24,1,1,1,0,0,1,0,1,20,8,8,7,14.901428571428571,9.4,-0.8,-3.12,True
1,9,1,8,1,1,23,14,10,6,1,0,0,1,0,1,18,5,5,5,12.4,10.8,1.4,1.74,False
1,8,2,15,1,1,2,1,3,8,1,0,0,1,0,0,20,6,6,6,15.5,12.4,0.5,1.79,False
1,1,1,15,1,1,23,27,10,6,1,0,0,1,0,1,24,6,6,6,12.833333333333334,10.8,1.4,1.74,False
1,1,1,15,1,1,19,28,1,4,0,0,0,1,1,0,20,6,13,2,10.0,7.6,2.6,0.32,True
1,8,1,12,1,1,22,14,9,5,0,0,0,1,1,0,24,8,8,8,13.75,13.9,-0.3,0.79,False
1,1,6,12,1,1,23,28,10,10,1,0,0,1,1,0,19,8,8,7,12.2,12.7,3.7,-1.7,False
1,8,6,12,1,1,13,27,5,10,1,0,0,1,0,0,19,8,8,8,14.3875,13.9,-0.3,0.79,True
1,8,4,15,1,1,22,14,6,8,1,0,0,0,0,0,18,6,6,6,12.166666666666666,10.8,1.4,1.74,False
1,12,1,17,0,1,22,27,8,10,0,0,0,0,1,0,28,5,0,0,0.0,8.9,1.4,3.51,True
1,12,1,4,1,1,22,27,5,8,0,0,1,0,1,0,32,10,14,6,11.428571428571429,16.2,0.3,-0.92,True
1,1,4,14,1,1,1,28,5,8,1,0,0,1,0,1,19,6,7,6,12.285714285714286,11.1,0.6,2.02,False
1,8,3,11,1,1,1,1,5,5,0,0,0,0,0,0,18,6,13,0,0.0,10.8,1.4,1.74,True
1,12,1,7,1,1,1,28,5,8,0,0,0,0,1,0,25,5,5,0,0.0,9.4,-0.8,-3.12,True
1,15,1,5,1,14,1,1,10,10,0,0,0,1,1,1,22,9,10,8,12.375,12.4,0.5,1.79,False
1,8,1,10,1,1,13,28,6,6,1,0,0,1,0,0,19,6,7,6,12.857142857142858,11.1,0.6,2.02,False
1,8,4,6,1,1,1,3,6,6,1,0,0,1,1,0,21,6,0,0,0.0,10.8,1.4,1.74,True
1,8,2,9,1,1,1,14,5,6,1,0,0,1,0,0,21,5,6,5,11.6,12.4,0.5,1.79,False
1,8,6,12,1,1,22,27,10,7,1,0,0,1,0,1,18,8,8,7,15.228571428571428,12.7,3.7,-1.7,False
1,9,4,9,1,1,22,27,10,10,1,0,0,0,0,0,34,5,0,0,0.0,9.4,-0.8,-3.12,True
1,4,1,12,1,3,13,28,6,4,0,0,0,1,0,0,23,8,8,8,13.22,9.4,-0.8,-3.12,False
1,9,4,11,1,1,13,27,8,8,1,0,0,1,1,1,21,6,11,1,11.0,9.4,-0.8,-3.12,True
1,15,1,10,1,1,1,28,5,10,0,0,0,1,0,1,19,6,7,6,13.571428571428571,13.9,-0.3,0.79,False
1,9,3,16,1,1,23,27,10,6,1,0,0,1,0,0,19,6,0,0,0.0,10.8,1.4,1.74,True
1,9,1,9,1,1,13,14,6,9,1,0,0,1,0,1,19,5,8,5,11.25,10.8,1.4,1.74,False
1,12,1,4,1,1,23,28,10,10,0,0,1,0,1,0,28,10,11,10,15.0,11.1,0.6,2.02,True
1,1,1,5,1,1,23,27,4,7,1,0,0,1,0,1,19,6,10,2,11.333333333333334,8.9,1.4,3.51,True
1,8,5,10,1,1,23,27,10,10,0,0,1,0,0,0,21,6,10,5,13.2,13.9,-0.3,0.79,True
1,1,1,10,1,1,23,14,10,11,1,0,0,1,0,1,18,6,6,6,12.0,9.4,-0.8,-3.12,False
1,12,1,13,1,1,3,3,5,5,0,0,1,0,0,0,54,5,10,0,0.0,12.4,0.5,1.79,True
1,1,1,10,1,1,23,14,9,11,1,0,0,1,1,0,19,6,0,0,0.0,16.2,0.3,-0.92,True
1,8,1,9,1,1,22,28,10,10,1,0,1,1,0,1,18,5,5,5,13.0,11.1,0.6,2.02,False
1,1,2,15,1,1,1,14,10,8,1,0,0,1,0,0,20,6,10,5,12.8,11.1,0.6,2.02,False
1,1,1,14,1,1,3,14,5,6,0,0,0,1,1,1,19,6,8,6,14.166666666666666,15.5,2.8,-4.06,False
1,12,1,9,1,1,22,3,10,3,0,0,0,1,1,0,61,5,0,0,0.0,15.5,2.8,-4.06,True
1,1,1,6,1,1,1,28,6,10,0,0,0,1,1,1,19,6,12,5,13.666666666666666,11.1,0.6,2.02,False
1,9,6,12,1,1,1,14,2,2,1,0,0,1,0,1,18,8,8,7,14.314285714285717,12.7,3.7,-1.7,False
1,15,1,10,1,14,23,28,7,10,1,0,0,1,0,1,19,6,6,6,11.5,13.9,-0.3,0.79,False
1,1,2,14,1,1,1,3,5,4,0,0,0,1,0,0,19,5,5,5,13.2,9.4,-0.8,-3.12,False
1,1,4,2,1,1,1,1,10,11,1,0,0,1,0,0,20,0,0,0,0.0,16.2,0.3,-0.92,False
1,14,1,6,1,1,23,28,10,7,1,0,0,1,1,0,28,13,26,12,11.428571428571429,15.5,2.8,-4.06,False
1,14,1,17,0,14,22,27,10,10,0,0,0,1,0,0,24,10,24,6,11.833333333333334,9.4,-0.8,-3.12,True
1,1,1,10,1,1,1,1,4,5,0,0,0,1,1,0,19,6,6,6,12.166666666666666,12.4,0.5,1.79,False
1,8,1,15,1,1,23,28,10,10,0,0,1,1,1,0,19,6,6,3,11.333333333333334,16.2,0.3,-0.92,True
1,8,1,9,1,1,13,14,5,7,0,0,0,1,0,1,21,5,6,5,12.2,12.7,3.7,-1.7,False
1,1,2,5,1,1,13,14,4,4,1,0,0,1,0,0,22,6,7,5,13.2,12.7,3.7,-1.7,False
1,9,1,16,1,1,22,27,10,6,0,0,0,1,0,1,18,7,7,6,12.666666666666666,11.1,0.6,2.02,False
1,15,1,8,1,14,3,1,3,5,1,0,0,1,0,0,20,6,6,0,0.0,12.4,0.5,1.79,True
1,1,1,10,1,1,1,1,4,4,1,0,0,1,0,1,20,6,7,6,14.571428571428571,11.1,0.6,2.02,False
1,9,4,12,1,1,3,1,4,5,1,0,0,1,0,0,18,8,9,8,15.622222222222222,13.9,-0.3,0.79,True
1,1,1,15,1,1,1,1,4,6,1,0,1,0,0,0,19,6,6,4,11.75,16.2,0.3,-0.92,True
1,9,1,16,1,1,13,28,5,1,1,0,0,1,0,0,19,7,9,6,13.166666666666666,12.4,0.5,1.79,False
1,1,5,12,1,1,13,27,8,8,1,0,0,1,0,0,19,8,9,8,13.2325,9.4,-0.8,-3.12,False
1,1,1,13,1,1,5,3,2,2,1,0,0,1,0,0,18,8,8,0,0.0,16.2,0.3,-0.92,True
1,1,3,8,1,1,22,27,12,12,0,0,0,1,0,0,19,5,5,5,15.8,7.6,2.6,0.32,False
1,8,4,15,1,1,2,27,10,10,1,0,1,0,0,0,19,6,0,0,0.0,8.9,1.4,3.51,True
1,15,1,7,1,14,13,27,5,8,0,0,1,1,0,0,26,5,5,0,0.0,16.2,0.3,-0.92,True
1,9,3,5,1,1,1,27,5,8,1,0,0,0,1,0,19,6,0,0,0.0,12.7,3.7,-1.7,True
1,12,1,14,1,7,6,16,4,4,0,0,1,0,1,0,26,5,5,0,0.0,9.4,-0.8,-3.12,True
1,9,3,5,1,1,1,27,6,6,1,0,0,0,0,0,19,6,6,0,0.0,15.5,2.8,-4.06,True
1,1,2,12,1,1,13,14,10,10,1,0,0,1,0,0,18,8,8,8,15.355,15.5,2.8,-4.06,False
1,4,1,3,0,4,2,3,3,3,0,0,0,1,0,0,18,11,15,9,12.555555555555555,15.5,2.8,-4.06,True
1,1,2,14,1,1,13,14,10,10,1,0,0,1,0,0,18,6,10,5,12.8,12.4,0.5,1.79,False
1,15,1,4,1,14,22,28,10,7,0,0,0,1,0,1,20,6,10,6,13.2,16.2,0.3,-0.92,False
1,1,2,9,1,1,1,14,10,10,1,0,0,0,0,0,20,5,12,1,13.0,7.6,2.6,0.32,True
1,14,1,17,0,1,3,14,2,2,0,0,0,0,1,0,40,5,6,0,0.0,10.8,1.4,1.74,True
1,12,1,3,0,1,1,14,6,5,0,0,0,1,0,1,27,6,13,0,0.0,8.9,1.4,3.51,True
2,1,1,3,0,1,22,27,1,1,1,0,0,1,1,0,45,6,6,6,13.666666666666666,7.6,2.6,0.32,False
1,8,1,10,1,1,22,27,9,7,0,0,0,1,0,0,21,6,0,0,0.0,16.2,0.3,-0.92,True
1,13,1,7,1,1,13,27,10,10,0,0,0,0,1,0,27,5,0,0,0.0,15.5,2.8,-4.06,True
1,1,1,9,1,1,23,27,10,10,1,0,0,1,1,0,22,5,5,1,12.0,7.6,2.6,0.32,True
1,8,2,10,1,1,1,27,8,10,1,0,0,1,0,1,18,6,7,6,11.857142857142858,12.7,3.7,-1.7,False
1,1,2,2,1,1,1,14,4,4,1,0,0,1,0,0,22,11,16,11,14.5,8.9,1.4,3.51,False
1,1,1,11,1,1,1,28,5,10,1,0,0,1,0,1,21,6,11,3,11.666666666666666,10.8,1.4,1.74,True
1,13,1,12,1,1,13,14,5,10,0,0,0,1,0,0,23,8,8,8,12.88625,9.4,-0.8,-3.12,False
1,8,1,3,0,1,19,24,1,1,0,0,0,1,0,0,24,6,8,6,12.0,7.6,2.6,0.32,False
1,12,1,12,1,12,1,14,5,11,1,0,0,1,0,0,27,8,0,0,0.0,11.1,0.6,2.02,True
1,14,1,10,1,1,13,14,5,9,1,0,0,1,0,0,21,6,12,2,11.333333333333334,16.2,0.3,-0.92,True
1,1,1,12,1,1,13,27,6,6,0,0,0,1,0,1,18,8,8,7,14.428571428571429,12.7,3.7,-1.7,False
1,1,2,15,1,1,13,1,10,10,1,0,0,1,0,1,19,6,6,6,13.0,11.1,0.6,2.02,True
1,8,4,16,1,1,13,28,5,2,1,0,0,1,0,0,18,6,10,6,11.833333333333334,10.8,1.4,1.74,False
1,4,1,12,1,3,13,28,5,11,1,0,0,1,0,0,23,7,8,6,14.357142857142858,7.6,2.6,0.32,False
1,14,1,8,1,1,1,14,10,10,1,0,0,1,0,0,21,6,13,5,11.0,15.5,2.8,-4.06,True
2,12,1,6,1,12,13,14,10,6,1,0,0,1,0,0,26,6,15,2,11.0,15.5,2.8,-4.06,True
1,1,4,12,1,1,1,1,4,4,1,0,0,1,0,0,21,8,9,8,14.622222222222224,12.4,0.5,1.79,False
1,12,1,17,0,1,3,1,4,4,0,0,0,1,1,0,28,5,5,0,0.0,12.7,3.7,-1.7,True
1,1,2,14,1,1,3,14,5,6,1,0,0,1,0,0,18,6,8,5,14.0,13.9,-0.3,0.79,False
1,16,1,10,1,1,3,14,3,2,0,0,1,1,0,0,26,6,7,6,15.142857142857142,11.1,0.6,2.02,False
1,8,2,10,1,1,13,14,4,4,1,0,0,1,0,0,18,6,9,4,11.25,8.9,1.4,3.51,False
1,1,1,14,1,1,13,14,6,10,1,0,0,1,0,1,18,6,9,6,13.666666666666666,10.8,1.4,1.74,False
2,4,1,3,0,3,13,28,4,8,0,0,0,1,0,0,32,11,19,10,12.8,10.8,1.4,1.74,False
1,16,1,7,1,1,1,14,4,6,1,0,0,1,1,0,20,7,9,6,13.875,11.1,0.6,2.02,True
1,8,2,9,1,1,13,14,8,8,1,0,0,1,0,1,19,5,5,3,11.0,12.4,0.5,1.79,False
1,8,6,9,1,1,22,27,10,10,1,0,0,1,1,0,25,14,15,12,11.833333333333334,7.6,2.6,0.32,True
1,8,1,7,1,1,13,14,8,10,1,0,0,1,1,0,18,5,10,2,12.0,7.6,2.6,0.32,True
1,1,2,12,1,1,1,1,5,4,1,0,0,1,0,0,18,8,10,8,13.661,15.5,2.8,-4.06,False
1,8,6,11,1,1,1,1,5,4,1,0,0,1,1,0,18,6,6,6,14.666666666666666,11.1,0.6,2.02,False
1,1,4,15,1,1,3,14,2,5,1,0,0,1,0,1,18,6,6,6,14.166666666666666,16.2,0.3,-0.92,False
1,15,1,3,0,14,22,27,8,8,0,0,0,1,0,1,21,6,6,6,14.166666666666666,13.9,-0.3,0.79,False
1,1,4,12,1,1,1,1,5,11,1,0,0,1,1,1,18,8,9,8,15.055555555555555,12.4,0.5,1.79,False
1,8,4,12,1,1,13,27,6,9,1,0,0,1,0,0,18,7,7,6,13.983333333333334,7.6,2.6,0.32,False
1,12,1,17,0,1,1,1,6,6,1,0,0,0,1,0,38,5,5,0,0.0,8.9,1.4,3.51,True
4,12,1,3,0,12,1,27,10,2,0,0,0,1,1,0,45,8,13,4,11.0,10.8,1.4,1.74,True
1,1,2,12,1,1,3,3,3,3,1,0,0,0,0,0,19,8,0,0,0.0,12.7,3.7,-1.7,True
1,1,1,15,1,1,1,14,10,10,0,0,1,1,1,1,19,6,6,6,14.0,16.2,0.3,-0.92,False
4,12,1,3,0,3,22,27,10,10,0,0,0,1,0,1,43,6,6,6,12.333333333333334,9.4,-0.8,-3.12,False
2,1,4,12,1,1,23,28,6,6,1,0,0,1,0,0,18,8,8,8,13.91,15.5,2.8,-4.06,False
1,15,1,4,1,14,13,14,10,5,0,0,0,1,0,0,21,6,12,4,12.0,15.5,2.8,-4.06,True
1,8,3,12,1,1,23,1,10,6,1,0,0,1,0,0,18,7,7,6,13.033333333333331,7.6,2.6,0.32,False
1,1,4,12,1,1,23,27,8,8,1,0,0,1,0,0,19,8,9,8,13.125555555555556,15.5,2.8,-4.06,False
1,1,3,5,1,1,19,24,1,1,1,0,0,1,0,0,18,6,6,6,13.0,7.6,2.6,0.32,True
1,1,3,6,1,1,1,1,5,9,1,0,0,1,0,0,18,6,12,6,13.833333333333334,8.9,1.4,3.51,False
1,8,6,12,1,1,23,1,10,11,1,0,0,1,0,0,18,8,11,7,12.11875,11.1,0.6,2.02,False
1,1,1,11,1,1,22,1,10,4,1,0,0,1,1,0,18,6,6,6,13.5,7.6,2.6,0.32,False
1,12,1,4,1,9,22,1,10,11,0,0,0,1,1,0,28,6,6,0,0.0,11.1,0.6,2.02,True
4,12,1,3,0,1,22,27,4,5,0,0,0,1,0,1,35,6,6,6,11.333333333333334,15.5,2.8,-4.06,False
2,4,1,3,0,3,22,27,10,10,0,0,0,1,0,0,39,10,10,10,14.5,16.2,0.3,-0.92,False
1,1,5,6,1,1,3,14,3,4,1,0,0,1,0,0,19,6,9,6,13.428571428571429,16.2,0.3,-0.92,False
1,1,1,2,1,1,1,1,5,4,0,0,0,1,1,0,19,0,0,0,0.0,7.6,2.6,0.32,False
1,8,5,16,1,1,22,28,6,7,1,0,0,1,0,1,19,6,9,5,10.8,9.4,-0.8,-3.12,False
1,1,4,12,1,1,23,14,9,8,1,0,0,1,0,0,18,8,8,7,12.628571428571428,12.7,3.7,-1.7,False
1,1,1,5,1,1,3,1,3,11,1,0,0,1,0,0,20,12,12,12,14.583333333333334,15.5,2.8,-4.06,False
1,14,1,6,1,1,13,28,8,8,1,0,0,1,0,0,20,5,10,5,13.428571428571429,10.8,1.4,1.74,False
1,1,1,10,1,1,22,27,7,8,1,0,0,1,0,0,18,6,6,6,15.0,13.9,-0.3,0.79,False
1,1,1,12,1,1,13,14,10,8,0,0,0,1,0,1,19,8,10,7,14.051428571428572,15.5,2.8,-4.06,False
1,1,1,14,1,1,22,28,10,10,1,0,1,0,0,0,18,6,9,4,10.857142857142858,10.8,1.4,1.74,True
1,12,1,9,1,12,3,1,4,6,1,0,1,1,0,0,24,5,6,5,12.2,12.4,0.5,1.79,False
1,4,1,17,0,3,22,27,10,10,0,0,0,1,1,0,27,5,6,4,13.75,7.6,2.6,0.32,False
1,1,2,15,1,1,1,14,10,10,0,0,0,1,0,0,18,6,6,6,12.666666666666666,10.8,1.4,1.74,False
1,12,1,13,1,1,23,28,29,44,0,0,1,1,0,1,24,8,13,7,11.7,12.7,3.7,-1.7,False
1,9,3,5,1,1,23,27,10,8,1,0,0,1,0,1,19,6,6,6,13.0,15.5,2.8,-4.06,False
1,1,3,12,1,1,1,27,9,8,1,0,0,1,1,1,18,8,13,4,10.868,15.5,2.8,-4.06,False
1,12,1,12,1,12,23,27,10,10,0,0,0,1,0,0,24,8,9,7,13.44285714285714,13.9,-0.3,0.79,False
1,1,1,16,1,1,22,27,10,10,1,0,1,0,0,0,21,6,7,3,10.666666666666666,15.5,2.8,-4.06,True
1,8,1,15,1,1,1,28,10,9,1,0,0,1,0,0,18,6,8,6,11.857142857142858,13.9,-0.3,0.79,False
1,1,1,6,1,1,2,1,5,4,1,0,0,1,0,0,21,5,5,5,13.2,10.8,1.4,1.74,False
1,15,1,14,1,14,22,1,10,5,0,0,0,1,0,1,20,6,7,6,13.571428571428571,11.1,0.6,2.02,False
1,1,3,10,1,1,13,1,8,11,1,0,1,1,0,0,19,5,5,0,0.0,13.9,-0.3,0.79,True
1,8,2,15,1,1,22,28,6,6,1,0,1,0,0,0,18,6,9,4,11.75,10.8,1.4,1.74,True
1,12,1,4,1,12,22,27,10,10,0,0,0,1,0,0,60,6,6,4,14.75,13.9,-0.3,0.79,False
1,8,4,14,1,1,1,1,5,12,1,0,0,1,1,0,19,5,5,1,11.0,7.6,2.6,0.32,True
1,12,1,3,0,1,19,5,1,2,1,0,0,1,0,0,31,6,0,0,0.0,7.6,2.6,0.32,True
2,12,1,7,1,3,22,27,5,8,0,0,0,0,0,0,32,5,5,0,0.0,12.7,3.7,-1.7,True
1,14,3,12,1,1,23,27,10,9,0,0,0,1,0,0,21,14,26,12,13.417391304347827,7.6,2.6,0.32,False
1,12,1,3,0,1,22,9,10,8,0,0,1,0,1,0,50,5,6,0,0.0,12.4,0.5,1.79,True
1,7,2,12,1,1,2,28,5,10,1,0,0,1,0,1,19,8,12,7,12.599999999999998,10.8,1.4,1.74,False
1,14,1,14,1,1,3,14,4,6,0,0,0,1,0,0,19,6,0,0,0.0,15.5,2.8,-4.06,True
2,1,5,12,1,1,1,14,5,5,0,0,0,1,0,0,19,7,7,6,14.35,7.6,2.6,0.32,False
1,1,1,12,1,1,22,27,10,10,0,0,0,1,1,0,24,7,7,6,13.3,7.6,2.6,0.32,False
1,12,1,3,0,14,13,27,10,9,0,0,1,0,0,0,26,6,7,5,13.2,16.2,0.3,-0.92,True
1,8,1,5,1,1,23,14,10,4,1,0,0,1,0,0,21,6,6,6,12.666666666666666,7.6,2.6,0.32,False
1,12,1,4,1,12,22,27,10,10,0,0,0,1,0,0,44,6,6,0,0.0,11.1,0.6,2.02,True
1,8,4,12,1,1,22,27,6,6,1,0,0,1,0,0,21,8,9,8,14.511111111111113,16.2,0.3,-0.92,False
1,12,1,12,1,12,13,27,10,5,0,0,0,1,0,1,25,8,8,8,13.3675,9.4,-0.8,-3.12,False
1,14,1,5,1,1,1,28,4,10,1,0,0,1,0,1,20,12,12,11,12.727272727272728,15.5,2.8,-4.06,False
1,8,1,9,1,1,1,14,4,5,0,0,0,1,1,0,19,5,5,0,0.0,8.9,1.4,3.51,True
5,12,1,17,0,1,1,1,4,4,0,0,0,1,1,1,35,5,6,5,12.6,8.9,1.4,3.51,False
2,12,1,10,1,12,22,27,10,5,0,0,0,1,1,0,42,6,0,0,0.0,15.5,2.8,-4.06,True
1,1,1,10,1,1,2,10,4,11,1,0,0,1,0,0,20,6,7,6,12.142857142857142,11.1,0.6,2.02,False
1,8,1,11,1,1,3,1,3,4,0,0,0,1,0,1,19,6,9,3,12.666666666666666,9.4,-0.8,-3.12,False
1,8,5,10,1,1,22,27,8,6,1,0,0,1,0,1,19,6,7,6,12.714285714285714,16.2,0.3,-0.92,False
4,12,1,15,1,9,22,27,5,10,0,0,0,0,1,0,55,6,9,5,12.4,10.8,1.4,1.74,True
1,1,1,9,1,1,22,27,10,7,1,0,0,1,0,0,18,5,5,5,14.0,7.6,2.6,0.32,False
1,1,1,9,1,1,1,14,6,8,1,0,0,1,0,1,21,5,7,4,11.25,9.4,-0.8,-3.12,False
1,8,1,9,1,1,1,27,4,8,0,0,0,1,0,0,19,5,8,5,13.0,12.7,3.7,-1.7,False
1,8,1,4,1,1,13,1,10,3,1,0,0,1,0,1,19,6,8,6,14.333333333333334,12.4,0.5,1.79,False
1,9,3,16,1,1,23,27,6,10,1,0,0,0,1,0,19,6,12,0,0.0,10.8,1.4,1.74,True
1,8,1,14,1,1,13,27,6,6,1,0,0,1,1,1,19,6,10,6,11.555555555555555,10.8,1.4,1.74,False
1,14,1,12,1,1,3,4,3,5,0,0,0,1,1,0,18,7,10,3,10.666666666666666,16.2,0.3,-0.92,True
1,1,1,15,1,1,1,14,5,5,1,0,0,1,1,0,18,6,7,6,13.285714285714286,15.5,2.8,-4.06,False
1,1,4,12,1,1,13,28,10,10,1,0,0,1,0,1,19,8,11,7,12.825714285714286,12.4,0.5,1.79,False
4,12,1,8,1,12,22,28,10,5,0,0,0,1,1,0,48,6,0,0,0.0,15.5,2.8,-4.06,True
1,8,1,15,1,1,1,28,12,9,1,0,0,0,1,0,21,6,0,0,0.0,10.8,1.4,1.74,True
1,1,1,12,1,1,1,14,6,6,1,0,0,1,0,0,18,8,10,8,13.595,15.5,2.8,-4.06,False
1,13,1,3,0,1,22,28,12,8,1,0,0,1,0,0,30,7,7,7,14.714285714285714,7.6,2.6,0.32,True
1,8,3,10,1,1,3,1,3,6,1,0,0,1,0,0,18,6,6,5,13.6,8.9,1.4,3.51,False
1,1,1,16,1,1,22,27,10,10,1,0,0,1,0,0,18,6,8,5,11.8,7.6,2.6,0.32,False
2,12,1,17,0,1,22,27,10,7,0,0,0,1,0,1,39,5,14,2,10.0,16.2,0.3,-0.92,False
1,1,1,10,1,1,22,28,10,9,1,0,0,1,0,1,18,6,7,6,14.285714285714286,16.2,0.3,-0.92,False
1,7,2,10,1,1,13,27,10,8,1,0,0,1,0,1,19,6,6,6,12.0,10.8,1.4,1.74,False
2,12,2,13,1,9,19,24,13,13,0,0,0,1,0,0,39,2,4,0,0.0,11.1,0.6,2.02,True
1,12,1,4,1,1,23,28,10,7,0,0,1,0,0,0,28,6,7,0,0.0,8.9,1.4,3.51,True
1,1,1,6,1,1,22,27,10,2,0,0,0,1,0,0,20,5,6,4,11.75,9.4,-0.8,-3.12,False
1,1,1,10,1,1,1,28,6,8,0,0,0,1,0,1,20,6,6,6,16.333333333333332,13.9,-0.3,0.79,False
1,8,3,6,1,1,22,28,10,10,0,0,0,1,0,0,20,6,0,0,0.0,11.1,0.6,2.02,True
2,15,1,17,0,14,1,27,5,10,0,0,0,0,0,0,21,5,10,1,13.0,15.5,2.8,-4.06,True
1,1,2,6,1,1,4,14,3,6,1,0,0,1,0,0,18,5,9,5,14.285714285714286,9.4,-0.8,-3.12,False
1,1,1,5,1,1,22,27,4,4,1,0,0,1,0,0,20,6,7,5,13.8,12.7,3.7,-1.7,False
1,1,3,10,1,1,23,14,6,9,1,0,0,1,0,0,19,6,7,6,12.833333333333334,12.4,0.5,1.79,False
1,1,5,12,1,1,23,28,5,9,1,0,0,1,0,0,18,8,8,8,13.76375,9.4,-0.8,-3.12,False
1,14,1,11,1,1,1,14,6,8,0,0,0,1,0,1,19,6,14,3,11.0,10.8,1.4,1.74,True
1,9,1,5,1,1,1,27,5,8,1,0,0,1,1,0,20,6,6,0,0.0,9.4,-0.8,-3.12,True
1,8,3,14,1,1,22,27,9,9,0,0,1,1,0,0,19,5,5,0,0.0,9.4,-0.8,-3.12,True
1,1,4,5,1,1,3,3,3,3,1,0,0,1,1,0,18,6,6,6,15.166666666666666,9.4,-0.8,-3.12,False
1,1,1,10,1,1,4,5,3,3,0,0,0,1,1,0,22,6,8,5,11.0,10.8,1.4,1.74,False
2,12,1,15,1,1,22,28,10,4,0,0,0,1,1,0,47,6,13,4,14.0,12.7,3.7,-1.7,True
1,9,1,13,1,1,23,27,10,10,0,0,0,1,0,1,19,8,11,8,12.5125,12.7,3.7,-1.7,False
1,1,2,6,1,1,13,14,12,12,0,0,0,1,0,0,20,5,8,4,12.333333333333334,7.6,2.6,0.32,False
1,1,1,15,1,1,1,14,10,8,0,0,0,1,0,0,19,6,6,6,11.5,12.7,3.7,-1.7,False
1,15,1,8,1,14,3,1,3,9,0,0,0,0,1,0,22,5,5,0,0.0,12.7,3.7,-1.7,True
1,1,1,5,1,1,13,14,10,10,1,0,1,1,0,1,19,6,8,6,12.5,13.9,-0.3,0.79,True
1,1,4,12,1,1,1,3,2,3,0,0,0,1,0,1,20,8,8,7,14.565714285714288,10.8,1.4,1.74,False
1,15,1,17,0,14,22,27,10,10,0,0,0,1,0,0,26,5,7,5,11.4,12.7,3.7,-1.7,False
1,7,1,2,1,1,13,27,10,8,1,0,0,1,1,0,25,11,13,7,12.25,12.4,0.5,1.79,True
